clave,sitio,clvrha,rha,estado,municipio,cuenca,cuerpoagua,tipo,subtipo,periodo,dbo,c_dbo,dqo,c_dqo,sst,c_sst,coli_fec,c_coli_fec,e_coli,c_e_coli,od,c_od,tox_d_48,c_tox_d_48,tox_v_15,c_tox_v_15,semaforo,contaminantes,cumple_dbo,cumple_dqo,cumple_sst,cumple_coli_fec,cumple_e_coli,cumple_enteroc,cumple_od,cumple_tox,grupo
"DLEST925","PUENTE CARRETERA MEXICO-TOLUCA","VIII","LERMA-SANTIAGO-PACÍFICO","MÉXICO","LERMA","RÍO LERMA 1","RIO LERMA","LÓTICO A - TIPO 9","RÍO","2012-2023","77.11","Contaminada","215.99","Fuertemente contaminada","86.5","Aceptable","24000","Fuertemente contaminada","24000","Fuertemente contaminada","10.559999999999999","Contaminada","3.8330000000000002","Toxicidad moderada","15.615","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLEST930","EL SALTO TENANCINGO","IV","BALSAS","MÉXICO","TENANCINGO","RÍO AMACUZAC","RIO SAN JERONIMO","LÓTICO","RÍO","2012-2023","12","Aceptable","73.34","Contaminada","64","Buena calidad","24000","Fuertemente contaminada","2400","Fuertemente contaminada","45.5","Aceptable","1.11806797853309","Toxicidad baja","8.9285714285714306","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"DLEST931","PUENTE RIO EL SALTO (TGO) FONDO","IV","BALSAS","MÉXICO","TENANCINGO","RÍO AMACUZAC","TENANCINGO","LÓTICO","RÍO","2012-2023","13.8","Aceptable","74.8","Contaminada","52.534999999999997","Buena calidad","24000","Fuertemente contaminada","2100","Fuertemente contaminada","61.8","Buena calidad","<1","No Toxico","9.2592592592592595","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"DLEST934","ARROYO ACALCO INFLUENTE RIO CHALMITA","IV","BALSAS","MÉXICO","OCUILAN","RÍO AMACUZAC","ARROYO ACALCO","LÓTICO","ARROYO","2012-2023","<3","Excelente","16.72","Buena calidad","<25","Excelente","11000","Fuertemente contaminada","280","Fuertemente contaminada","91.3","Excelente","<1","No Toxico","1.0729613733905579","Toxicidad baja","Amarillo","CF,","","","","","","","","","LOTICO"
"DLEST935","PUENTE CHALMITA","IV","BALSAS","MÉXICO","OCUILAN","RÍO AMACUZAC","RIO CHALMA","LÓTICO","RÍO","2012-2023","<3","Excelente","11.9","Buena calidad","<25","Excelente","2400","Contaminada","14","Contaminada","94.5","Excelente","<1","No Toxico","2.19","Toxicidad moderada","Amarillo","CF,","","","","","","","","","LOTICO"
"DLEST935M1","PUENTE CHALMITA","IV","BALSAS","MÉXICO","MALINALCO","RÍO AMACUZAC","RIO CHALMA","LÓTICO","RIO","2012-2023","<3","Excelente","<10","Excelente","<25","Excelente","24196","Fuertemente contaminada","24196","Fuertemente contaminada","95.15","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"DLEST937M1","PUENTE DIF SOLIS","VIII","LERMA-SANTIAGO-PACÍFICO","MÉXICO","TEMASCALCINGO","RÍO LERMA 2","RIO LERMA","LÓTICO","RÍO","2012-2023","23","Aceptable","70","Contaminada","76","Aceptable","24000","Fuertemente contaminada","17500","Fuertemente contaminada","57.5","Buena calidad","1.6","Toxicidad moderada","1.3620266957232401","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLEST938M1","RIO LERMA 11","VIII","LERMA-SANTIAGO-PACÍFICO","MÉXICO","TEMASCALCINGO","RÍO LERMA 2","RIO LERMA","LÓTICO","RÍO","2012-2023","23","Aceptable","74","Contaminada","73","Buena calidad","24000","Fuertemente contaminada","11000","Fuertemente contaminada","69.8","Buena calidad","1","Toxicidad baja","16.86","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"DLEST939","PUENTE SOLIS(DIF)","VIII","LERMA-SANTIAGO-PACÍFICO","MÉXICO","TEMASCALCINGO","RÍO LERMA 2","RIO LERMA","LÓTICO","RÍO","2012-2023","12","Aceptable","80.259999999999991","Contaminada","57","Buena calidad","24000","Fuertemente contaminada","3500","Fuertemente contaminada","74.2","Excelente","<1","No Toxico","<1","No Toxico","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLEST940","RIO LERMA 9","VIII","LERMA-SANTIAGO-PACÍFICO","MÉXICO","TEMASCALCINGO","RÍO LERMA 2","RIO LERMA","LÓTICO","RÍO","2012-2023","24.78","Aceptable","92.6","Contaminada","68","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","38.900000000000006","Aceptable","<1","No Toxico","<1","No Toxico","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLEST941","RIO LERMA 8","VIII","LERMA-SANTIAGO-PACÍFICO","MÉXICO","ATLACOMULCO","RÍO LERMA 2","RIO LERMA","LÓTICO","RÍO","2012-2023","28.1","Aceptable","111.94","Contaminada","60","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","38","Aceptable","<1","No Toxico","<1","No Toxico","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLEST946","RM6 AGUAS ARRIBA DE LA PRESA SAN ILDEFONSO","XIII","AGUAS DEL VALLE DE MÉXICO","MÉXICO","ACULCO","RÍO ÑADO","RIO ÑADO","LÓTICO A - TIPO 6","RÍO","2012-2023","12","Aceptable","59","Contaminada","<25","Excelente","200","Buena calidad","150","Buena calidad","94.9","Excelente","<1","No Toxico","1156.07","Toxicidad alta","Rojo","DQO,TOX_L,","","","","","","","","","LOTICO"
"DLEST948M1","RM5 AGUAS ABAJO DE LA PRESA COFRADIA","XIII","AGUAS DEL VALLE DE MÉXICO","MÉXICO","ACULCO","RÍO ÑADO","RIO SAN JUAN DEL RIO","LÓTICO A - TIPO 6","RÍO","2012-2023","27","Aceptable","129","Contaminada","53","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","67.400000000000006","Buena calidad","8.7639999999999993","Toxicidad alta","57.372","Toxicidad alta","Rojo","DQO,CF,E_COLI,OD%M,TOX_L,","","","","","","","","","LOTICO"
"DLEST949M1","RM4 AGUAS ARRIBA DE LA PRESA COFRADIA","XIII","AGUAS DEL VALLE DE MÉXICO","MÉXICO","ACULCO","RÍO ÑADO","RIO ACULCO","LÓTICO","RÍO","2012-2023","33.5","Contaminada","135","Contaminada","50.5","Buena calidad","11000","Fuertemente contaminada","4600","Fuertemente contaminada","13.9","Contaminada","1","Toxicidad baja","12.83","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLEST950M1","RM3 AGUAS ABAJO DE LIBERTEX","XIII","AGUAS DEL VALLE DE MÉXICO","MÉXICO","ACULCO","RÍO ÑADO","ARROYO LA COFRADIA","LÓTICO","RÍO","2012-2023","219","Fuertemente contaminada","449","Fuertemente contaminada","62","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","<10","Fuertemente contaminada","5.4","Toxicidad alta","95.328999999999994","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLEST951M1","RM2 AGUAS ARRIBA DE LIBERTEX","XIII","AGUAS DEL VALLE DE MÉXICO","MÉXICO","ACULCO","RÍO ÑADO","RIO ACULCO","LÓTICO","RÍO","2012-2023","37.5","Contaminada","161.785","Contaminada","46","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","19.579999999999998","Contaminada","4.5558086560364464","Toxicidad moderada","12.27","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLGUA1000","ESTUDIO ESPECIAL RIO LA LAJA, DE ACERO","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","CORTAZAR","RÍO LA LAJA 2","RIO LA LAJA","LÓTICO (ESTUDIO ESPECIAL)","RÍO","2012-2023","131","Fuertemente contaminada","241","Fuertemente contaminada","104","Aceptable","","","","","23.4","Contaminada","1.25","Toxicidad baja","1.6","Toxicidad moderada","Rojo","DBO,DQO,OD%L,","","","","","","","","","LOTICO"
"DLGUA1001","ESTUDIO ESPECIAL RIO LA LAJA, DAR INDUSTRIALES EL SAUZ","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","CORTAZAR","RÍO LA LAJA 2","RIO LA LAJA","LÓTICO (ESTUDIO ESPECIAL)","RÍO","2012-2023","107","Contaminada","367.5","Fuertemente contaminada","92.5","Aceptable","2400","Contaminada","2400","Contaminada","17.600000000000001","Contaminada","4","Toxicidad moderada","2.8","Toxicidad moderada","Rojo","DBO,DQO,CF,E_COLI,OD%L,","","","","","","","","","LOTICO"
"DLGUA1002","ESTUDIO ESPECIAL RIO LA LAJA, CORTAZAR","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","CORTAZAR","RÍO LA LAJA 2","RIO LA LAJA","LÓTICO (ESTUDIO ESPECIAL)","RÍO","2012-2023","82","Contaminada","223","Fuertemente contaminada","46.25","Buena calidad","2400","Contaminada","2400","Contaminada","34.65","Aceptable","2.54","Toxicidad moderada","4.0999999999999996","Toxicidad moderada","Rojo","DBO,DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLGUA1003","ESTUDIO ESPECIAL RIO LA LAJA, DAR MUNICIPALES DE VILLAGRAN","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","VILLAGRÁN","RÍO LA LAJA 2","RIO LA LAJA","LÓTICO (ESTUDIO ESPECIAL)","RÍO","2012-2023","44.5","Contaminada","174","Contaminada","31","Buena calidad","2400","Contaminada","2400","Contaminada","12.9","Contaminada","1.6","Toxicidad moderada","1.9","Toxicidad moderada","Rojo","DBO,DQO,CF,E_COLI,OD%L,","","","","","","","","","LOTICO"
"DLGUA1004","ESTUDIO ESPECIAL RIO LA LAJA, SARABIA","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","SALAMANCA","RÍO LA LAJA 2","RIO LA LAJA","LÓTICO (ESTUDIO ESPECIAL)","RÍO","2012-2023","35.5","Contaminada","101.5","Contaminada","62","Buena calidad","2400","Contaminada","2400","Contaminada","44.349999999999994","Aceptable","1","Toxicidad baja","3.8","Toxicidad moderada","Rojo","DBO,DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLGUA1005","ESTUDIO ESPECIAL RIO LA LAJA, INFLUENTE DE LA PTAR DE CORTAZAR","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","CORTAZAR","RÍO LA LAJA 2","RIO LA LAJA","LÓTICO (ESTUDIO ESPECIAL)","RÍO","2012-2023","332.5","Fuertemente contaminada","612.5","Fuertemente contaminada","167","Contaminada","2400","Contaminada","2400","Contaminada","<10","Fuertemente contaminada","3.0303030303030298","Toxicidad moderada","4.9000000000000004","Toxicidad moderada","Rojo","DBO,DQO,SST,CF,E_COLI,OD%L,","","","","","","","","","LOTICO"
"DLGUA1006","ESTUDIO ESPECIAL RIO LA LAJA, VALTIERRILLA","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","SALAMANCA","RÍO LERMA 4","RIO LA LAJA","LÓTICO (ESTUDIO ESPECIAL)","RÍO","2012-2023","47.5","Contaminada","86","Contaminada","53.5","Buena calidad","2400","Contaminada","2400","Contaminada","26.8","Contaminada","1","Toxicidad baja","1","Toxicidad baja","Rojo","DBO,DQO,CF,E_COLI,OD%L,","","","","","","","","","LOTICO"
"DLGUA1007","AGUAS ARRIBA DE SU CONFL. CON EL RIO LERMA","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","SALAMANCA","RÍO LERMA 4","RIO LAJA","LÓTICO","RÍO","2012-2023","28","Aceptable","82","Contaminada","56","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","19.75","Contaminada","1.63934426229508","Toxicidad moderada","6.2111801242236","Toxicidad alta","Rojo","DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLGUA1008","ESTUDIO ESPECIAL RIO LA LAJA, ANTES DE LA CONFLUENCIA CON EL RIO LERMA","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","SALAMANCA","RÍO LERMA 4","RIO LA LAJA","LÓTICO (ESTUDIO ESPECIAL)","RÍO","2012-2023","57","Contaminada","140.5","Contaminada","51.5","Buena calidad","2400","Contaminada","2400","Contaminada","58.65","Buena calidad","1","Toxicidad baja","1.5","Toxicidad moderada","Rojo","DBO,DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLGUA1009","RIO LERMA 29","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","SALAMANCA","RÍO LERMA 4","RIO LERMA","LÓTICO A - TIPO 9","RÍO","2012-2023","19.5","Aceptable","77","Contaminada","69","Buena calidad","24000","Fuertemente contaminada","11000","Fuertemente contaminada","43.45","Aceptable","1","Toxicidad baja","3.59","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLGUA1010","RIO LERMA 32","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","SALAMANCA","RÍO LERMA 4","RIO LERMA","LÓTICO","RÍO","2012-2023","16","Aceptable","54.66","Contaminada","51","Buena calidad","11000","Fuertemente contaminada","4600","Fuertemente contaminada","28.1","Contaminada","1.157","Toxicidad baja","4.5045045045045002","Toxicidad moderada","Rojo","DQO,CF,E_COLI,OD%L,","","","","","","","","","LOTICO"
"DLGUA1011","RIO LAJA ANTES DE SU CONFLUENCIA CON EL RIO LERMA","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","SALAMANCA","RÍO LERMA 4","RIO LAJA","LÓTICO","RÍO","2012-2023","26","Aceptable","74","Contaminada","48","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","26","Contaminada","1.5940000000000001","Toxicidad moderada","5.2140000000000004","Toxicidad alta","Rojo","DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLGUA1012","AGUAS ARRIBA DE LA DESCARGA DE SALAMANCA (DESP.R.LAJA)","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","SALAMANCA","RÍO LERMA 4","RIO LERMA","LÓTICO","RÍO","2012-2023","17","Aceptable","61","Contaminada","44","Buena calidad","11000","Fuertemente contaminada","4600","Fuertemente contaminada","27.5","Contaminada","2.3050000000000002","Toxicidad moderada","2.5568908207619501","Toxicidad moderada","Rojo","DQO,CF,E_COLI,OD%L,","","","","","","","","","LOTICO"
"DLGUA1013","PUENTE EL MOLINITO","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","SALAMANCA","RÍO LERMA 5","RIO LERMA","LÓTICO A - TIPO 9","RÍO","2012-2023","21.5","Aceptable","79","Contaminada","58","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","19.5","Contaminada","1","Toxicidad baja","8.7719298245614006","Toxicidad alta","Rojo","DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLGUA1015","RIO LERMA 30","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","SALAMANCA","RÍO LERMA 5","RIO LERMA","LÓTICO","RÍO","2012-2023","21","Aceptable","85","Contaminada","64","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","24.66","Contaminada","1","Toxicidad baja","16.6666666666667","Toxicidad alta","Rojo","DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLGUA1016","CANAL TEMASCATIO","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","SALAMANCA","RÍO LERMA 5","CANAL TEMASCATIO","LÓTICO A - TIPO 9","CANAL","2012-2023","146.5","Fuertemente contaminada","435.5","Fuertemente contaminada","87.5","Aceptable","24000","Fuertemente contaminada","24000","Fuertemente contaminada","<10","Fuertemente contaminada","10.44","Toxicidad alta","11.56","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLGUA1017","RIO LERMA 31","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","SALAMANCA","RÍO LERMA 5","RIO LERMA","LÓTICO A - TIPO 9","RÍO","2012-2023","25","Aceptable","73","Contaminada","80","Aceptable","24000","Fuertemente contaminada","24000","Fuertemente contaminada","22.15","Contaminada","6.0132291040288637","Toxicidad alta","18.018018018018001","Toxicidad alta","Rojo","DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLGUA1018","PUEBLO NUEVO (ANTES RIO GUANAJUATO)","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","PUEBLO NUEVO","RÍO LERMA 5","RIO LERMA","LÓTICO","RÍO","2012-2023","22","Aceptable","69.5","Contaminada","77.5","Aceptable","24000","Fuertemente contaminada","11000","Fuertemente contaminada","29","Contaminada","<1","No Toxico","2.77161862527716","Toxicidad moderada","Rojo","DQO,CF,E_COLI,OD%L,","","","","","","","","","LOTICO"
"DLGUA1019","CERRO BLANCO","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","PUEBLO NUEVO","RÍO LERMA 5","RIO LERMA","LÓTICO","RÍO","2012-2023","20","Aceptable","63","Contaminada","76","Aceptable","24000","Fuertemente contaminada","11000","Fuertemente contaminada","25.9","Contaminada","<1","No Toxico","1.96","Toxicidad moderada","Rojo","DQO,CF,E_COLI,OD%L,","","","","","","","","","LOTICO"
"DLGUA1020","RIO LERMA 28","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","VALLE DE SANTIAGO","RÍO LERMA 5","RIO LERMA","LÓTICO","RÍO","2012-2023","22","Aceptable","70","Contaminada","72.5","Buena calidad","24000","Fuertemente contaminada","11000","Fuertemente contaminada","25.8","Contaminada","4","Toxicidad moderada","20.9995800083998","Toxicidad alta","Rojo","DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLGUA1021","RIO LERMA 27","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","VALLE DE SANTIAGO","RÍO LERMA 5","RIO LERMA","LÓTICO A - TIPO 9","RÍO","2012-2023","21","Aceptable","68","Contaminada","85","Aceptable","24000","Fuertemente contaminada","11000","Fuertemente contaminada","19.450000000000003","Contaminada","1.22","Toxicidad baja","3.23","Toxicidad moderada","Rojo","DQO,CF,E_COLI,OD%L,","","","","","","","","","LOTICO"
"DLGUA1022","SAN GUILLERMO (DESEP.RIO GUANAJUATO)","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","VALLE DE SANTIAGO","RÍO LERMA 5","RIO LERMA","LÓTICO","RÍO","2012-2023","22","Aceptable","65.5","Contaminada","86","Aceptable","24000","Fuertemente contaminada","24000","Fuertemente contaminada","15.2","Contaminada","<1","No Toxico","2.0379050336254299","Toxicidad moderada","Rojo","DQO,CF,E_COLI,OD%L,","","","","","","","","","LOTICO"
"DLGUA1023","RIO LERMA 48 (SAN JOSE DE AYALA)","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","HUANÍMARO","RÍO LERMA 5","RIO LERMA","LÓTICO","RÍO","2012-2023","18.5","Aceptable","64","Contaminada","45.5","Buena calidad","11000","Fuertemente contaminada","4600","Fuertemente contaminada","23.05","Contaminada","<1","No Toxico","3.33","Toxicidad moderada","Rojo","DQO,CF,E_COLI,OD%L,","","","","","","","","","LOTICO"
"DLGUA1025","RIO TURBIO 22 (CERRITOS DE ACEVES 1)","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","ABASOLO","RÍO LERMA 5","RIO TURBIO","LÓTICO","RÍO","2012-2023","19","Aceptable","80","Contaminada","107","Aceptable","4600","Contaminada","4600","Contaminada","49.900000000000006","Aceptable","1","Toxicidad baja","1.675041876046901","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLGUA1025M1","ARROYO SANTA RITA 2","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","IRAPUATO","RÍO LERMA 5","ARROYO SANTA RITA","LÓTICO","RÍO","2012-2023","36.5","Contaminada","72.5","Contaminada","34","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","33","Aceptable","<1","No Toxico","1.6359999999999999","Toxicidad moderada","Rojo","DBO,DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLGUA1026","RIO TURBIO 23 (CERRITOS DE ACEVES 2)","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","ABASOLO","RÍO LERMA 5","RIO TURBIO","LÓTICO","RÍO","2012-2023","19.5","Aceptable","80.5","Contaminada","104","Aceptable","4600","Contaminada","2400","Contaminada","77.699999999999989","Excelente","1","Toxicidad baja","9.6199999999999992","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"DLGUA1026M1","ARROYO SANTA RITA (COLONIA VILLAS DE SAN CAYETANO)","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","IRAPUATO","RÍO LERMA 5","ARROYO SANTA RITA","LÓTICO","RÍO","2012-2023","11.5","Aceptable","47.5","Contaminada","65","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","38.049999999999997","Aceptable","<1","No Toxico","<1","No Toxico","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLGUA1028","RIO TURBIO 21","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","ABASOLO","RÍO LERMA 5","RIO TURBIO","LÓTICO","RÍO","2012-2023","50","Contaminada","177","Contaminada","200","Contaminada","<3","Excelente","<3","Excelente","66.164999999999992","Buena calidad","<1","No Toxico","1.773049645390071","Toxicidad moderada","Rojo","DBO,DQO,SST,","","","","","","","","","LOTICO"
"DLGUA1029","RT-11 RIO TURBIO-CONFLUENCIA RIO LERMA","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","PÉNJAMO","RÍO LERMA 5","RIO TURBIO","LÓTICO A - TIPO 8","RÍO","2012-2023","16.5","Aceptable","66.5","Contaminada","105","Aceptable","24000","Fuertemente contaminada","11000","Fuertemente contaminada","54.05","Buena calidad","<1","No Toxico","1.773049645390071","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLGUA1030W1","RIO TURBIO 24","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","PÉNJAMO","RÍO LERMA 5","RIO TURBIO","LÓTICO A - TIPO 8","RÍO","2012-2023","20","Aceptable","77.81","Contaminada","98","Aceptable","2400","Contaminada","930","Contaminada","71.400000000000006","Excelente","1","Toxicidad baja","2.59","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"DLGUA1031","RIO TURBIO 20","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","PÉNJAMO","RÍO LERMA 5","RIO TURBIO","LÓTICO","RÍO","2012-2023","24","Aceptable","104","Contaminada","167","Contaminada","2400","Contaminada","2100","Contaminada","58.2","Buena calidad","1","Toxicidad baja","3.53","Toxicidad moderada","Rojo","DQO,SST,CF,E_COLI,","","","","","","","","","LOTICO"
"DLGUA1031M1","SAN GABRIEL RIO TURBIO 20","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","PURÍSIMA DEL RINCÓN","RÍO TURBIO","RIO TURBIO","LÓTICO","RÍO","2012-2023","62","Contaminada","140.5","Contaminada","30","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","<10","Fuertemente contaminada","3.5459999999999998","Toxicidad moderada","8.3059999999999992","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"DLGUA1032","RH12-11 LERMA","VIII","LERMA-SANTIAGO-PACÍFICO","GUANAJUATO","PÉNJAMO","RÍO LERMA 5","RIO TURBIO","LÓTICO","RÍO","2012-2023","20","Aceptable","82","Contaminada","83","Aceptable","220","Aceptable","70","Aceptable","63.7","Buena calidad","1","Toxicidad baja","3.5701535166012102","Toxicidad moderada","Rojo","DQO,","","","","","","","","","LOTICO"
